Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_name,sex,SRA Study,Submitter_Id,create_date,version
ERR2784432,OTHER,301,24096044,PRJEB28381,SAMEA4860920,15608605,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796509,SAMEA4860920,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860920,CH2c.JAX2.3.I,female,ERP110576,CH2c.JAX2.3.I,2019-04-04T15:44:00Z,1
ERR2784433,OTHER,301,36616557,PRJEB28381,SAMEA4860921,24108357,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796510,SAMEA4860921,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860921,CH2c.JAX2.3.P,female,ERP110576,CH2c.JAX2.3.P,2019-04-04T15:44:00Z,1
ERR2784434,OTHER,301,28121302,PRJEB28381,SAMEA4860922,18208972,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796511,SAMEA4860922,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860922,CH2c.TAC2.2.C,female,ERP110576,CH2c.TAC2.2.C,2019-04-04T15:45:00Z,1
ERR2784435,OTHER,301,21402451,PRJEB28381,SAMEA4860923,13734866,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796512,SAMEA4860923,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860923,CH2c.TAC2.2.I,female,ERP110576,CH2c.TAC2.2.I,2019-04-04T15:45:00Z,1
ERR2784436,OTHER,301,31054571,PRJEB28381,SAMEA4860924,20116044,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796513,SAMEA4860924,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860924,CH2c.TAC2.2.P,female,ERP110576,CH2c.TAC2.2.P,2019-04-04T15:45:00Z,1
ERR2784437,OTHER,301,30006602,PRJEB28381,SAMEA4860925,19422588,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796514,SAMEA4860925,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860925,CH2sa.JAX2.3.C,male,ERP110576,CH2sa.JAX2.3.C,2019-04-04T15:45:00Z,1
ERR2784438,OTHER,301,4639339,PRJEB28381,SAMEA4860926,3033975,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796515,SAMEA4860926,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860926,CH2sa.JAX2.3.I,male,ERP110576,CH2sa.JAX2.3.I,2019-04-04T15:45:00Z,1
ERR2784439,OTHER,301,42754494,PRJEB28381,SAMEA4860927,28493254,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796516,SAMEA4860927,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860927,CH2sa.JAX2.3.P,male,ERP110576,CH2sa.JAX2.3.P,2019-04-04T15:45:00Z,1
ERR2784440,OTHER,301,25748420,PRJEB28381,SAMEA4860928,16687889,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796517,SAMEA4860928,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860928,CH2sa.TAC2.2.C,male,ERP110576,CH2sa.TAC2.2.C,2019-04-04T15:45:00Z,1
ERR2784441,OTHER,301,16224114,PRJEB28381,SAMEA4860929,10760846,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796518,SAMEA4860929,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860929,CH2sa.TAC2.2.I,male,ERP110576,CH2sa.TAC2.2.I,2019-04-04T15:45:00Z,1
ERR2784442,OTHER,301,28157082,PRJEB28381,SAMEA4860930,18572773,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796519,SAMEA4860930,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860930,CH2sa.TAC2.2.P,male,ERP110576,CH2sa.TAC2.2.P,2019-04-04T15:45:00Z,1
ERR2784443,OTHER,301,25937550,PRJEB28381,SAMEA4860931,16645353,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796520,SAMEA4860931,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860931,CH2sb.JAX2.3.C,male,ERP110576,CH2sb.JAX2.3.C,2019-04-04T15:45:00Z,1
ERR2784444,OTHER,301,24264451,PRJEB28381,SAMEA4860932,15959507,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796521,SAMEA4860932,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860932,CH2sb.JAX2.3.I,male,ERP110576,CH2sb.JAX2.3.I,2019-04-04T15:46:00Z,1
ERR2784445,OTHER,301,31944359,PRJEB28381,SAMEA4860933,21053900,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796522,SAMEA4860933,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860933,CH2sb.JAX2.3.P,male,ERP110576,CH2sb.JAX2.3.P,2019-04-04T15:46:00Z,1
ERR2784446,OTHER,301,25785050,PRJEB28381,SAMEA4860934,16624686,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796523,SAMEA4860934,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860934,CH2sb.TAC2.2.C,male,ERP110576,CH2sb.TAC2.2.C,2019-04-04T15:46:00Z,1
ERR2784447,OTHER,301,24039946,PRJEB28381,SAMEA4860935,15401787,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796524,SAMEA4860935,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860935,CH2sb.TAC2.2.I,male,ERP110576,CH2sb.TAC2.2.I,2019-04-04T15:46:00Z,1
ERR2784448,OTHER,301,26898737,PRJEB28381,SAMEA4860936,17591652,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796525,SAMEA4860936,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860936,CH2sb.TAC2.2.P,male,ERP110576,CH2sb.TAC2.2.P,2019-04-04T15:46:00Z,1
ERR2784449,OTHER,301,38289301,PRJEB28381,SAMEA4860937,26086872,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796526,SAMEA4860937,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860937,CH3a.JAX1.6.C,female,ERP110576,CH3a.JAX1.6.C,2019-04-04T15:46:00Z,1
ERR2784450,OTHER,301,26041574,PRJEB28381,SAMEA4860938,17466955,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796527,SAMEA4860938,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860938,CH3a.JAX1.6.I,female,ERP110576,CH3a.JAX1.6.I,2019-04-04T15:46:00Z,1
ERR2784451,OTHER,301,26513826,PRJEB28381,SAMEA4860939,18217307,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796528,SAMEA4860939,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860939,CH3a.JAX1.6.P,female,ERP110576,CH3a.JAX1.6.P,2019-04-04T15:46:00Z,1
ERR2784452,OTHER,301,32358074,PRJEB28381,SAMEA4860940,22208203,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796529,SAMEA4860940,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860940,CH3a.TAC1.4.C,female,ERP110576,CH3a.TAC1.4.C,2019-04-04T15:46:00Z,1
ERR2784453,OTHER,301,19303296,PRJEB28381,SAMEA4860941,13114155,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796530,SAMEA4860941,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860941,CH3a.TAC1.4.I,female,ERP110576,CH3a.TAC1.4.I,2019-04-04T15:46:00Z,1
ERR2784454,OTHER,301,25467353,PRJEB28381,SAMEA4860942,17517614,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796531,SAMEA4860942,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860942,CH3a.TAC1.4.P,female,ERP110576,CH3a.TAC1.4.P,2019-04-04T15:46:00Z,1
ERR2784455,OTHER,301,30212863,PRJEB28381,SAMEA4860943,20303327,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796532,SAMEA4860943,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860943,CH3b.JAX1.6.C,female,ERP110576,CH3b.JAX1.6.C,2019-04-04T15:46:00Z,1
ERR2784456,OTHER,301,33528331,PRJEB28381,SAMEA4860944,22821094,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796533,SAMEA4860944,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860944,CH3b.JAX1.6.I,female,ERP110576,CH3b.JAX1.6.I,2019-04-04T15:46:00Z,1
ERR2784457,OTHER,301,28105709,PRJEB28381,SAMEA4860945,19217779,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796534,SAMEA4860945,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860945,CH3b.JAX1.6.P,female,ERP110576,CH3b.JAX1.6.P,2019-04-04T15:47:00Z,1
ERR2784458,OTHER,301,29185408,PRJEB28381,SAMEA4860946,19879658,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796535,SAMEA4860946,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860946,CH3b.TAC1.4.C,female,ERP110576,CH3b.TAC1.4.C,2019-04-04T15:47:00Z,1
ERR2784459,OTHER,301,37927012,PRJEB28381,SAMEA4860947,25938488,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796536,SAMEA4860947,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860947,CH3b.TAC1.4.I,female,ERP110576,CH3b.TAC1.4.I,2019-04-04T15:47:00Z,1
ERR2784460,OTHER,301,28703106,PRJEB28381,SAMEA4860948,19924575,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796537,SAMEA4860948,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860948,CH3b.TAC1.4.P,female,ERP110576,CH3b.TAC1.4.P,2019-04-04T15:47:00Z,1
ERR2784461,OTHER,301,16156593,PRJEB28381,SAMEA4860949,11081642,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796538,SAMEA4860949,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860949,CH3sa.JAX1.6.I,male,ERP110576,CH3sa.JAX1.6.I,2019-04-04T15:47:00Z,1
ERR2784462,OTHER,301,30019789,PRJEB28381,SAMEA4860951,19826073,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796539,SAMEA4860951,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860951,CH3sa.TAC1.4.C2,male,ERP110576,CH3sa.TAC1.4.C2,2019-04-04T15:47:00Z,1
ERR2784463,OTHER,301,27745269,PRJEB28381,SAMEA4860950,19112809,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796540,SAMEA4860950,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860950,CH3sa.TAC1.4.C,female,ERP110576,CH3sa.TAC1.4.C,2019-04-04T15:47:00Z,1
ERR2784464,OTHER,301,27523587,PRJEB28381,SAMEA4860952,18769425,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796541,SAMEA4860952,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860952,CH3sa.TAC1.4.I,female,ERP110576,CH3sa.TAC1.4.I,2019-04-04T15:47:00Z,1
ERR2784465,OTHER,301,34936916,PRJEB28381,SAMEA4860954,23031331,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796542,SAMEA4860954,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860954,CH3sa.TAC1.4.P2,male,ERP110576,CH3sa.TAC1.4.P2,2019-04-04T15:47:00Z,1
ERR2784466,OTHER,301,26981870,PRJEB28381,SAMEA4860953,18525036,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796543,SAMEA4860953,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860953,CH3sa.TAC1.4.P,female,ERP110576,CH3sa.TAC1.4.P,2019-04-04T15:47:00Z,1
ERR2784467,OTHER,301,36614178,PRJEB28381,SAMEA4860955,25008569,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796544,SAMEA4860955,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860955,CH3sb.JAX1.6.C,male,ERP110576,CH3sb.JAX1.6.C,2019-04-04T15:47:00Z,1
ERR2784468,OTHER,301,34546784,PRJEB28381,SAMEA4860956,23338562,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796545,SAMEA4860956,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860956,CH3sb.JAX1.6.I,male,ERP110576,CH3sb.JAX1.6.I,2019-04-04T15:48:00Z,1
ERR2784469,OTHER,301,13612056,PRJEB28381,SAMEA4860957,9327776,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796546,SAMEA4860957,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860957,CH3sb.JAX1.6.P,male,ERP110576,CH3sb.JAX1.6.P,2019-04-04T15:48:00Z,1
ERR2784470,OTHER,301,26878140,PRJEB28381,SAMEA4860958,18276138,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796547,SAMEA4860958,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860958,CH3sb.TAC1.4.C,female,ERP110576,CH3sb.TAC1.4.C,2019-04-04T15:48:00Z,1
